id,track_name,size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre
1153232514,ÈPKÈ,174546944,0.99,0,0,0,0,Games
1187128255,ÈPKÈ,537462784,0.99,0,0,0,0,Games
673041243,ÈPlus,1978368,0,0,0,0,0,Entertainment
660982355,EPOCH,802537472,0.99,3525,970,4.5,4.5,Games
469338840,ÈProÈÈ,94053376,0.99,132,1,4,5,Travel
912040221,ÈPROÈÈ,159574016,0.99,0,0,0,0,Travel
1048018108,ÈProÈÈ,142626816,0.99,0,0,0,0,Travel
326876192,EpsoniPrint,53388288,0,2838,26,3,2.5,Photo & Video
1115078893,ÈQD,313449472,0,0,0,0,0,Games
439638720,ÈQQ,60549120,0,527,1,4,1,Utilities
998059934,EquipdBible,135132160,2.99,94,26,4.5,4,Productivity
1069601724,EricBruceBBQParty,96366592,2.99,2,2,5,5,Education
1132542642,EricCarlesBrownBearAnimalParade,95812608,1.99,15,9,2.5,3,Education
904940613,ÈRPG,43892736,0,0,0,0,0,Games
1051573241,ÈRPG,223283200,0,20,1,4.5,5,Games
1058156533,ÈRPG,140770304,0,0,0,0,0,Games
1124265106,ÈRPG,248950784,0,85,4,5,5,Games
1127634439,ÈRPG,259817472,0,0,0,0,0,Games
1061782177,Escalate,77448192,0,689,0,4,0,Games
1175547625,EscapeaCrepeHouse,32714752,0,3,3,5,5,Games
1164385183,EscapeaHalloweenCandyShop,36245504,0,0,0,0,0,Games
1089138131,EscapeAliceHouse,56381440,0,8,5,4.5,4.5,Games
1128981090,Escapefrommanytutoringschooloftest,106914816,0,1,1,4,4,Games
1102411902,EscapefromtheArtGallery,110124032,0,7,6,4,4,Games
1137479384,Escapefromthebeachhouseofeverlastingsummer,97858560,0,3,3,4.5,4.5,Games
1163993025,EscapefromtheBearsofthestudentcouncilroom,95901696,0,0,0,0,0,Games
1182331762,EscapefromthefrigidIgloo,89188352,0,3,3,4,4,Games
1108465034,Escapefromthegrandmahouseinthecountryside,85974016,0,5,5,3.5,3.5,Games
1085596938,EscapefromtheICUroom,96123904,0,5,5,4,4,Games
1141738848,EscapefromthelivingroomduringtheObonholiday,101866496,0,3,3,4,4,Games
1119358760,Escapefromthemusicroomintheschool,99691520,0,1,1,4,4,Games
1157812299,Escapefromthepitlatrine,108177408,0,2,2,3.5,3.5,Games
1093430283,Escapefromtheweddinghall,108348416,0,9,9,4,4,Games
1177414604,EscapeGameChristmasEve,81683456,0,21,21,4.5,4.5,Games
967146605,EscapeGameDarknessLittleRedHood,549847040,0,1,1,1,1,Games
1068875169,EscapeGameEscapefromLostMemory,185708544,0,0,0,0,0,Games
1082215066,EscapeGameEscapefromOkinawa,36832256,0,2,2,5,5,Games
1105385887,EscapeGameForgotten,49243136,0,55,42,5,5,Games
1066111223,EscapeGameFountain,43569152,0,69,69,5,5,Games
1186126548,EscapeGameillumination,52342784,0,23,23,4.5,4.5,Games
1164374667,EscapeGameRedroom,104137728,0,5,3,3,2.5,Games
1088172195,EscapeGameRelief,42011648,0,49,41,5,5,Games
1161231636,EscapeGameSigns,45420544,0,41,41,5,5,Games
1136075542,EscapeGameTraps,107992064,0,29,29,5,5,Games
1125806960,EscapetheCakeCaf,33091584,0,7,7,5,5,Games
1145290405,EscapetheIceCreamParlor,34050048,0,5,5,4,4,Games
1188375727,EscapetheSweetShopSeries,90898432,0,3,3,5,5,Games
1073529893,EscapeWithWords,267543552,0,402,31,4.5,4.5,Games
1069757703,Èsns,35565568,0,0,0,0,0,Social Networking
1090636013,Èsns,14261248,0,0,0,0,0,Social Networking
983489496,ESpellBook,6500352,0,144,109,3,3,Games
555376968,ESPNFantasyFootballBaseballBasketballHockey,25164800,0,64925,1543,4,3.5,Sports
317469184,ESPNGetscoresnewsalertswatchlivesports,51538944,0,290996,150,3.5,3.5,Sports
359891723,ESPNTournamentChallenge,69057536,0,39642,492,4,4,Sports
596684220,EssentialAnatomy,843794432,19.99,2747,183,4.5,5,Medical
567008119,eSwordHDBibleStudyMadeEasy,20587520,4.99,7309,136,5,5,Reference
634158738,eSwordLTBibleStudyontheGo,18964480,1.99,2152,241,5,5,Reference
1154766826,ETERNALSKY,433170432,0,0,0,0,0,Games
1084253570,ÈTOEICTESTÈÈ,85052416,4.99,0,0,0,0,Education
477128284,EtsyShopHandmadeVintageCreativeGoods,120922112,0,30434,309,4.5,5,Shopping
393670998,Eudic,152671232,2.99,206,2,4,3.5,Reference
1100023494,EuropeanMysteryFlowersofDeathHDFull,1131868160,6.99,68,68,3.5,3.5,Games
1061115611,EuropeanQualifiersOfficialApp,81842176,0,135,0,2,0,Sports
1147452760,EuropeanWarEmpire,127559680,0,104,41,4,4,Games
625994547,EurovisionSongContestTheOfficialApp,71026688,0,68,6,3,3.5,Entertainment
1042195779,Èv,239757312,0,0,0,0,0,Games
944985743,EvelKnievel,320951296,0,313,34,4.5,4,Games
487922291,EventbriteLocalEventsFunThingsToDoNearMe,52518912,0,2353,411,4,4.5,Entertainment
703177890,EverCaptureYourMemories,134952960,0,12755,122,4.5,5,Productivity
1180103898,Everfiltertransformyourphotosintoartworks,49449984,0,15,3,3.5,2.5,Photo & Video
281796108,Evernotestayorganized,158578688,0,161065,26,4,3.5,Productivity
921160527,EverpixHDWallpapersCoolBackgroundsThemes,67971072,0,5521,24,4.5,5,Entertainment
1032308323,EVERYTOWN,65808384,0,141,0,4,0,Games
645705454,EvilApplesAFilthyAdultCardPartyGame,126050304,0,53415,2938,4.5,4.5,Games
996345745,EvilBaneRiseofRavens,180629504,0,1428,15,4.5,4,Games
1083107235,EvilDeadEndlessNightmare,259914752,0,171,48,4.5,4.5,Games
962566898,EvilMindsDirtyCharades,123353088,0.99,380,12,4.5,5,Games
1148944266,EvilZombieGraveyardApocalypseShootingVRGames,129430528,0,22,0,3.5,0,Games
918997182,EvoCreoAMonsterCaptureRPG,138688512,0.99,242,17,4,4,Games
1096049715,EvoExplores,165360640,1.99,81,80,4.5,4.5,Games
946477821,Evoland,72448000,4.99,424,20,4,4.5,Games
1138360976,EvolutionCalculatorCPXPforPokemonGO,19608576,0,9269,5,5,1,Utilities
992875656,EWallpaper,10727424,3.99,42,42,1,1,Entertainment
974769286,ExifyToolsforPhotos,8335360,1.99,34,8,4,4,Photo & Video
962397288,ExitZone,16692224,0,875,12,4,4.5,Games
1022196879,Exodus,40820736,0,62,20,3,4,Games
1123920179,EXORUN,75174912,0,234,4,4,5,Games
427916203,ExpediaHotelsFlightsVacationPackageDeals,125872128,0,10278,112,3.5,4.5,Travel
1040227414,ExplodingKittensTheOfficialGame,214897664,1.99,3980,120,4,4.5,Games
1027419374,ExploreDanielTigersNeighborhood,327118848,2.99,92,5,3.5,4,Education
952632588,ExportMessagesSavePrintBackupRecoverTextSMSiMessages,8663040,4.99,284,275,3.5,3.5,Entertainment
959498315,ExtremeCarDrivingSimulatorFree,170371072,0,28900,7165,4.5,4.5,Games
511841016,ExtremeFishingFree,54148397,0,12002,759,4.5,3.5,Games
1039637425,ExtremeForklifting,103745536,0,99,81,4,4,Games
1093488401,ExtremeHeavyTruckerParkingSimulator,224924672,0,44,44,4,4,Games
900404152,ExtremeLandingsPro,966167552,29.99,647,44,4.5,4.5,Games
1161136955,ExtremeTrucksSimulator,474310656,0,579,120,4,4.5,Games
1092971411,EyesCube,120737792,0,69,69,4,4,Games
616728264,Eyesthehorrorgame,103088128,0.99,567,312,4.5,4.5,Games
969447060,EyeTrainingCocololod,66277376,0,6,3,5,5,Medical
919478091,ÈZÈ,77494272,0,9,1,5,5,Book
404529222,ÈZOZOTOWN,43611136,0,0,0,0,0,Shopping
1130901077,F,2532376576,4.99,343,160,4,4,Games
1108787635,FabeBirdTheFlappyChallengeAdventure,11824128,0,9,2,3.5,3,Entertainment
1080434313,FabFocusportraitswithdepthandbokeh,83113984,3.99,244,163,4,4.5,Photo & Video
284882215,Facebook,389879808,0,2974676,212,3.5,3.5,Social Networking
1116549013,FaceEffectsFilters,13231104,0,97,7,3,2.5,Entertainment
1110261314,FaceFiltersDogOtherFunnyFaceEffects,37760000,0,329,82,4,4,Entertainment
993479067,FaceFitpackDeinTrainingsprogrammmitpersnlichemErnhrungsplanKalorienrechnerundTrainingsplan,34414592,0,0,0,0,0,Health & Fitness
320636131,FACEinHOLE,12818432,0.99,4016,1,4,5,Photo & Video
998364171,FaceonFace,1736704,0.99,0,0,0,0,Entertainment
992412812,FacePaintPartyKidsColoringFun,89993216,0,38,38,4,4,Games
1058952530,FacePaintPartySalonGirlsMakeupKidsGames,63633408,0,1722,30,4.5,3.5,Games
1070022685,FaceShapeMeterfindoutfaceshapefromphoto,25456640,1.99,21,6,1.5,1,Lifestyle
613980069,FaceSwapandCopyFreeSwitchFusionFacesinaPhoto,11411456,0,431,326,4,5,Catalogs
986073281,FaceSwapAppFunnyFaceChangerPhotoEffects,16275456,0,11977,92,4.5,4,Photo & Video
826921329,FaceSwapBoothphotofaceswapfacechanger,27779072,0,5300,198,4,4,Entertainment
1042987645,FaceSwapLive,89829376,1.99,1995,271,4,4.5,Photo & Video
854145102,FaceSwapr,3563520,0,17,17,2.5,2.5,Entertainment
606310581,Facetune,61157376,3.99,7643,110,4.5,4.5,Photo & Video
1149994032,Facetune,141808640,0,1009,12,3,3.5,Photo & Video
688831692,FacetuneforiPad,72655872,5.99,1718,22,4.5,4,Photo & Video
1132509649,FaceUpTheSelfieGame,52106240,0,21,2,4,4.5,Games
726895069,FACIE,35204096,0,514,3,3.5,4.5,Photo & Video
641519483,FactoryBalls,28557312,0.99,144,62,4.5,5,Games
626583252,FadedPhotoEditor,118618112,1.99,24530,3551,4.5,4.5,Photo & Video
1063191689,FailyBrakes,196969472,0,6183,88,4,4,Games
1145258456,FailyRider,152148992,0,544,55,4,4,Games
525246631,FairFoodMakerGameMakeYummyCarnivalTreats,111604736,0,12251,93,4,4,Games
685675706,FairwaySolitaireBlast,124966912,0,110062,613,4.5,4.5,Games
1040444258,FairyLandRescueSavetheMagicVillage,122825728,0,94,4,4,5,Games
1157616329,FairyPrincessFashionDesign,112401408,0,27,27,4.5,4.5,Games
945623719,FairytaleFiascoRoyalRescue,101302272,0,168,2,3.5,4.5,Games
1041898963,FairytaleFiascoSleepingSpellRescue,145756160,0,201,27,4,4.5,Games
369970819,FakeALocationFree,7689537,0,354,215,1.5,1,Social Networking
505066327,FakecallfromtheEasterBunny,15771648,0,39,2,2,1,Entertainment
1133848135,FakeGPSLocationSpoofer,15209472,2.99,96,6,1.5,1,Entertainment
431065024,FakeLocation,6228992,0.99,117,7,1,1,Social Networking
1084133300,FakeMessageMakeafakelockscreen,7939072,0.99,6,0,3,0,Entertainment
1135671895,FakeyFakeGPSLocationSpoof,12260352,0,78,78,3.5,3.5,Entertainment
959304067,FalconSimulator,170082304,0.99,482,482,4.5,4.5,Games
1056672891,FallenLondon,214480896,0,451,37,3.5,2.5,Games
889704267,FALLMANTrampolineAction,53652480,0,139,100,4.5,4.5,Games
991153141,FalloutShelter,1172922368,0,199396,1131,4.5,4.5,Games
1185328193,FamGroupvideocallingforiMessage,113382400,0,279,5,3.5,3,Social Networking
378326916,FamilyFeudHD,79312792,6.99,1156,951,3.5,3.5,Games
838500730,FamilyGuyTheQuestforStuff,131257344,0,104060,269,4.5,4,Games
978882773,FamilyOrganizerCalendarPlanner,72469504,0,828,227,4.5,4.5,Productivity
1097766064,FancyCakesEndlessTastyPuzzle,209037312,0,147,4,4.5,4.5,Games
1116046099,FancyCats,281761792,0,966,2,4.5,5,Games
1003201868,FancyMakeupShopBrushBlush,106096640,0,425,12,4,4.5,Games
307906541,FandangoMoviesTimesTickets,81924096,0,291787,589,4,5,Entertainment
738201550,FandangoNOWMoviesTVanytimeanywhere,109808640,0,787,82,2,1.5,Entertainment
599664106,FanDuelDailyFantasyBaseballGolfSports,89138176,0,8014,59,4.5,5,Sports
830708155,FantasticalforiPadCalendarandReminders,43115520,9.99,900,15,4.5,5,Productivity
718043190,FantasticalforiPhoneCalendarandReminders,45045760,4.99,5405,95,4.5,4.5,Productivity
1103901846,FantasticBeastsCases,301272064,0,1896,50,4.5,4,Games
1118999592,FantasyFootballCoach,145700864,0,29,3,3,3.5,Games
324266640,FantasyFootballManagerFFMforFPL,35998720,0.99,292,1,3,5,Sports
877831982,FantasyForestStoryLandBeforeDragons,191102976,0,7935,310,4.5,4.5,Games
1169297765,FantasyPrincessGirlsMakeupDressUpGames,97917952,1.99,3,3,3.5,3.5,Games
608206510,FarmHeroesSaga,262421504,0,187579,286,4.5,4.5,Games
1058370552,FarmHeroesSuperSagaMatchCollectandGrow,299586560,0,16259,52,4.5,4.5,Games
965114347,FarmingPRO,142140416,1.99,560,80,4,4.5,Games
1090871721,FarmingPRO,340319232,4.99,133,54,4,4,Games
738717933,FarmingSimulator,133218304,0,3615,1267,4,4.5,Games
992051355,FarmingSimulator,185572352,4.99,2637,1127,4.5,4.5,Games
785904635,FarmingUSA,92385280,1.99,987,35,4.5,4,Games
1179462965,FarmingUSA,299749376,2.99,269,35,4.5,4.5,Games
619481402,FarmStory,112607232,0,13142,77,4,4,Games
1085899628,FarmVilleTropicEscapeHarvestinParadise,204402688,0,16457,0,4.5,0,Games
1039596715,FastEverQuickmemoappforEvernote,47126528,3.99,24,4,4.5,5,Productivity
1176486119,FastFoodRampage,95555584,0,281,52,4.5,4.5,Games
992796509,FastMotorcycleDriver,150142976,0,2224,2211,4.5,4.5,Games
914471589,Fatal,32017408,0,124,124,4,4,Games
959469304,FATALFURYSPECIAL,85696512,3.99,39,39,4,4,Games
1135811739,FaxfromiPhonesendfaxapp,54827008,3.99,1039,987,4,4,Business
1145057065,FaZesRunJump,45919232,0,322,36,4.5,4,Games
454802329,FCarrierLanding,168557568,5.99,4656,54,4.5,4.5,Games
1066769531,FCÈ,197087232,0,0,0,0,0,Games
983202217,FÈ,121336832,0,24,0,3.5,0,Sports
1077483835,FearforSaleCityofthePastHDAHiddenObjectMysteryFull,2033625088,6.99,46,46,4.5,4.5,Games
1022056495,FearforSaleEndlessVoyageHDAMysteryHiddenObjectGameFull,1921634304,6.99,66,66,4,4,Games
927569248,FearForSaleNightmareCinemaAMysteryHiddenObjectGameFull,1671360512,2.99,1,1,4,4,Games
927568927,FearForSaleNightmareCinemaHDAMysteryHiddenObjectGameFull,1672032256,6.99,8,8,4,4,Games
1042419574,FearForSalePhantomTideHDAScaryHiddenObjectMysteryFull,1833861120,6.99,83,83,4,4,Games
1106057049,FearforSaleTheHouseonBlackRiverFull,2233358336,6.99,69,69,4,4,Games
954549897,FearForSaleTheKeysHDAScaryHiddenObjectMysteryFull,1591455744,6.99,90,15,4,3.5,Games
1084407935,FeartheWalkingDeadDeadRunTacticalRunner,835548160,0,2533,174,4.5,4.5,Games
793157344,featherforTwitter,66388992,2.99,22,0,4.5,0,Social Networking
937988895,FeedemBurger,54180864,0,1865,31,4.5,4,Games
699687299,FeedMeOil,71624704,0.99,296,2,4,4,Games
1128377569,FeedNewsAIcuratedsocialnewsforproductivity,37828608,0,73,27,3,3.5,News
415138546,FeedtheHead,18358272,1.99,193,40,4.5,4,Games
1164423068,FeelcaBW,51673088,0.99,26,1,3,1,Photo & Video
921902664,FeltBirthdayGreetingCardsThankYouCard,240285696,0,1724,24,4.5,5,Photo & Video
474807486,FEMA,8147968,0,128,7,3,3.5,Weather
1066091585,Fernanfloo,63286272,0,2886,93,4.5,4.5,Games
998276924,FettyWapNitroNationStories,1027908608,0,2005,14,4.5,4.5,Games
1148201330,FFmojiYourFantasyFootballEmojiKeyboard,16068608,0,0,0,0,0,Sports
292421271,Fieldrunners,66872320,2.99,41633,6,4,3,Games
527358348,Fieldrunners,89068544,2.99,14214,11,5,3.5,Games
1008111072,FieldrunnersAttack,276512768,0,1984,13,3.5,5,Games
364204209,FieldrunnersforiPad,219693056,3.99,2147,23,4,5,Games
1061724021,FiestabyTangoChatMeetNewPeople,179022848,0,885,148,4.5,4.5,Social Networking
1052109508,FieteMathforstgradeandpreschool,315251712,0.99,0,0,0,0,Education
1133510322,FieteSports,208609280,0,86,0,3,0,Games
1094930513,FIFAMobileSoccer,87408640,0,15365,880,4,3,Games
411711646,FighterVersesmemorizebibleverses,13778944,2.99,331,1,4.5,1,Reference
1115249449,FightList,38133760,0,4702,15,3.5,4,Games
1084264750,FigureSkaterGirlsMakeupDressupSalonGame,90331136,1.99,6,3,5,5,Games
364738545,FileBrowserAccessfilesonremotecomputers,68073472,5.99,3230,5,4.5,4,Utilities
499470113,FileExplorerProFileManagerforComputerNAS,83620864,4.99,1016,45,4.5,4.5,Utilities
558270538,FileManagerProApp,14442496,4.99,2154,27,4.5,4,Business
1071897944,FileNewPhotoEditor,153460736,0.99,49,37,4.5,4.5,Photo & Video
380641055,FilesHDProFileManagerWebBrowser,28118016,4.99,2237,41,4,3.5,Utilities
1091456207,Fillonelinepuzzlegame,72433664,0,15,5,4.5,3.5,Games
436577167,FiLMiCPro,125991936,14.99,1478,18,3,4.5,Photo & Video
774620933,FilmStoryForAllYourVideoEditingNeeds,80793600,0,66,8,4,3.5,Photo & Video
777630969,FilmStoryProForAllYourVideoEditingNeeds,80793600,3.99,0,0,0,0,Photo & Video
1046884557,FilterraPhotoEditor,83418112,3.99,366,81,4.5,4.5,Photo & Video
951704333,FilterraPhotoEditorEffectsforPictures,99465216,0,14744,2178,4.5,4.5,Photo & Video
972426013,FiltersforiPhoneandiPad,91374592,1.99,97,5,4,5,Photo & Video
1116271098,FinalCutFadeToBlackAMysteryHiddenObjectGameFull,1143723008,6.99,49,49,4.5,4.5,Games
1079977734,FinalCutFameFataleAHiddenObjectAdventureFull,890288128,6.99,57,1,3.5,2,Games
1023002643,FinalCutTheTrueEscapadeHDAHiddenObjectMysteryGameFull,905351168,6.99,19,19,4,4,Games
354972939,FINALFANTASY,114843648,7.99,6091,75,4,3.5,Games
1041260001,FINALFANTASY,3860406272,20.99,1502,63,4.5,4,Games
1078553808,FINALFANTASYBRAVEEXVIUS,108917760,0,28187,38,4.5,4,Games
354974729,FINALFANTASYII,199450624,7.99,2754,55,4,2.5,Games
424591347,FINALFANTASYIII,290695168,14.99,1378,17,4.5,3.5,Games
430823968,FINALFANTASYIIIforiPad,283656192,16.99,857,14,4,4,Games
575119311,FINALFANTASYIV,537749504,14.99,4558,225,4.5,4.5,Games
446760220,FINALFANTASYTACTICSTHEWAROFTHELIONS,507508522,13.99,5180,3723,4.5,4.5,Games
500098096,FINALFANTASYTACTICSTHEWAROFTHELIONSforiPad,656429019,15.99,1992,1583,4.5,4.5,Games
609577016,FINALFANTASYV,167030784,14.99,1808,212,4.5,5,Games
719401490,FINALFANTASYVI,698171392,14.99,2998,592,4.5,4.5,Games
1021566244,FINALFANTASYVII,1938644992,15.99,1421,228,4,4,Games
965622173,FinalGuitarabsoluteguitarapp,52610048,0.99,0,0,0,0,Music
1085096375,FinalKickVRVirtualRealityfreesoccergameforGoogleCardboard,218329088,0,18,18,4,4,Games
1075901015,FindingDoryJustKeepSwimming,386340864,3.99,93,27,3.5,2.5,Entertainment
545813738,FindingNemoStorybookDeluxe,1131319296,2.99,117,7,4,2.5,Book
384830320,FindMyFamilyFriendsiPhoneLifeLocator,154507264,0,43877,80,4.5,4.5,Social Networking
901722848,FindmyFitbitFinderappforlostfitbits,23547904,5.99,2007,116,4,4.5,Health & Fitness
1001177846,FindtheLine,458349568,2.99,181,1,4.5,5,Games
946930094,FineScannerProPDFDocumentScannerAppOCR,63974400,59.99,100,4,4,4.5,Business
1034201612,FingerHeroAvoidObstacles,150419456,0,870,8,4.5,4.5,Games
917795718,FingerprintLoginPassKeyPasswordAppsLock,80351232,0,718,39,2,2.5,Productivity
490109661,Fingle,58532864,1.99,397,3,4.5,4.5,Games
1080369552,FireandFuryEnglishCivilWar,282439680,1.99,5,1,4,5,Games
1086378532,FireboyandWatergirlOnlineintheForestTempleMultiplayerRunningandAdventureGame,108116992,0,3965,1360,3.5,4,Games
908456072,FireboyWatergirlTheForestTemple,51855360,0.99,56,56,2,2,Games
719829352,FireChat,15021056,0,1037,42,3,3.5,Social Networking
1143258387,FiredUp,76398592,0,115,47,3,3.5,Games
1055677337,FirefoxFocusTheprivacybrowser,15081472,0,477,20,4,4,Utilities
989804926,Firefoxwebbrowser,91155456,0,2619,26,3.5,3.5,Utilities
1074222293,FireFu,111337472,1.99,3,3,3.5,3.5,Games
606910110,FiremanSamFireRescue,215833600,1.99,38,1,3.5,1,Games
590268705,FirstGradeLearningGamesSchoolEdition,22910976,3.99,7,0,3.5,0,Education
783636913,FirstStrike,149073920,3.99,1016,3,4,4.5,Games
294536447,FirstWordsAnimals,32164864,1.99,2576,4,4,5,Games
337462979,FirstWordsDeluxe,63316992,4.99,1101,8,4,4,Games
1098041500,FirstYearDemons,68433920,1.99,9,9,2,2,Games
664575829,Fishdom,181924864,0,39217,1947,4.5,4.5,Games
462155908,FisheyeLensRetroStyleFisheyeCamera,7671808,1.99,2485,1564,4.5,4.5,Photo & Video
1123109531,FishFist,66196480,0,146,24,4.5,5,Games
997811612,FishingBreak,578273280,0,2088,44,4.5,4.5,Games
433620759,FishingKingsFree,610881536,0,35058,7453,4.5,4.5,Games
1097025180,FishMania,141017088,0,6038,153,5,5,Games
578467798,FishOutOfWater,72671232,0.99,11000,935,4.5,4.5,Games
297606726,FishTycoon,13564835,0.99,18943,1787,3.5,4.5,Games
913105070,FistofFury,45833216,0,6813,102,4.5,4.5,Games
1102364578,Fit,119980032,0,0,0,0,0,Health & Fitness
462638897,Fitbit,132913152,0,90496,399,4,3.5,Health & Fitness
1041517543,FitbodWorkoutLogStrengthLiftingBodybuilding,71352320,0,4668,4256,5,5,Health & Fitness
565200595,FitBrainsTrainer,188902400,0,46363,213,4.5,4.5,Education
1073002250,FitGirlsGuide,33677312,0,397,18,4,2,Health & Fitness
1161194581,FitInTheHole,138645504,0,506,246,4,4,Games
980368562,FitMenCookHealthyRecipes,159452160,3.99,1187,10,5,4.5,Food & Drink
1108583427,FitmojibyShaunT,9736192,1.99,45,3,4,2.5,Entertainment
698154775,FitnessandBodybuildingbyVGFIT,66485248,0.99,364,37,4.5,4.5,Health & Fitness
443646748,FitnessBuddyGymWorkoutExerciseHomeTrainer,224675840,2.99,10386,58,4.5,4,Health & Fitness
1166596707,FitnessGirlDanceandPlayattheGym,268526592,0,913,134,4.5,4.5,Games
1049351079,FitnessGymandHomeWorkoutmyExerciseJournal,156505088,2.99,78,1,5,1,Health & Fitness
573916046,FitnessPointPro,68373504,4.99,1685,112,4.5,4.5,Health & Fitness
1158735801,FitnessSyncforFitbittoAppleHealth,23117824,2.99,6,5,5,5,Health & Fitness
1044142557,FitsBlockPuzzleKing,70547456,0,78,59,4.5,4.5,Games
535640259,FitstarPersonalTrainer,50043904,0,7496,79,4.5,4.5,Health & Fitness
992309647,FitTheFat,169729024,0,8557,1040,4.5,4.5,Games
866617777,fitWorkoutsmealplansandpersonaltrainer,101789696,0,8730,1108,5,5,Health & Fitness
1045164931,FiveCardQuestTacticalRPGBattles,196746240,2.99,129,40,4,4,Games
1069735362,FiveFingerFury,232179712,0,49,20,3,3.5,Games
1062945251,FiveMinuteJournal,21196800,4.99,1492,64,5,5,Lifestyle
912536422,FiveNightsatFreddys,49946624,2.99,27388,27388,4.5,4.5,Games
941143328,FiveNightsatFreddys,37310464,2.99,18107,18107,4.5,4.5,Games
973482987,FiveNightsatFreddys,47722496,2.99,9876,3392,4.5,4.5,Games
1023146677,FiveNightsatFreddys,50814976,2.99,5478,5478,4.5,4.5,Games
973055274,FixItGirlsHouseMakeover,98941952,0,2091,40,4.5,4,Games
1078031633,FixMyCarClassicMuscleModsMechanicJunkyardBlitz,102511616,1.99,26,26,4.5,4.5,Games
830515294,FixMyCarCustomMods,53654528,1.99,87,6,4,3.5,Games
947624478,FixMyCarGarageWarsFuriousStreetMechanic,83590144,1.99,181,25,3.5,3.5,Games
1052958353,FixMyTruckxOffroadTruckMechanicSimulator,103657472,1.99,61,16,4.5,4.5,Games
1078542442,FixYouSNS,44669952,0,0,0,0,0,Social Networking
723322796,FizzUpOnlineFitnessTrainer,124125184,0,5,0,5,0,Health & Fitness
1062825798,FlailRider,204178432,0,179,179,4,4,Games
1086354043,FlappyBirdoriginalversion,7298048,0,516,516,4.5,4.5,Games
833756002,FlappyGolf,98557952,0,14995,3840,4.5,4.5,Games
1141118819,FlappyGolf,131863552,0,1089,327,4,4,Games
1094603241,FlappyHoopersTheShootingBasketballPlayers,21773312,0,216,213,4.5,4.5,Games
1141996024,FlappyMarine,3132416,0.99,2,2,5,5,Games
381471023,Flashlight,42027008,0,130450,1010,5,4.5,Utilities
429851711,Flashlight,14336000,0,35769,21,4.5,2,Utilities
455612214,Flashlight,37967872,0,24744,171,4.5,4,Business
388838723,FlashlightforiPhoneiPodandiPad,64041984,0,26697,3109,4.5,4.5,Utilities
1074382375,FleeingtheComplex,63365120,0.99,15,15,4.5,4.5,Games
957442616,FleetAirTravelGuideAirportDirectory,51909632,0,105,6,3.5,5,Travel
933350763,Flewn,534294528,2.99,66,62,4.5,4.5,Book
454958810,FlickChampionsHD,117258240,1.99,7289,19,4.5,4.5,Games
592682163,FlickChampionsWinterSports,92662784,0.99,2505,0,4.5,0,Games
923138396,flickÈ,75055104,0,8,1,5,5,Utilities
972627326,FlickFieldGoal,98314240,0,968,106,4.5,4.5,Games
400882072,FlickGolf,59663360,0.99,9948,211,4.5,4,Games
1060082140,FlickGolfExtreme,71163904,0,161,153,4.5,4.5,Games
454086751,FlickHomeRun,27196416,0.99,98851,478,4.5,4,Games
515884174,FlickHomeRunHD,21049015,0.99,2144,1700,4.5,4.5,Games
351707231,FlickKickFieldGoal,75612160,1.99,36946,152,4.5,4,Games
697996579,FlickKickFootballLegends,109421568,0,11250,105,4.5,4.5,Games
972627811,FlickQuarterback,103305216,0,4371,1081,4.5,4.5,Games
1075896827,FlickRugby,33746944,0,57,57,4.5,4.5,Games
1129755661,FlickSoccer,83832832,0,217,217,4,4,Games
496191902,Flight,64777216,0.99,1411,15,4.5,4.5,Games
959619034,FlightPilotSimulatorDFlyingGameForFree,142512128,0,60360,6551,5,4.5,Games
1065289089,FlightUnlimitedKFlightSimulator,2998989824,9.99,115,55,3.5,3.5,Games
862550306,FlinchVideoChatStaringContest,88759296,0,2134,7,3,1.5,Social Networking
1173688324,Flip,128708608,0,230,230,4.5,4.5,Games
512727332,Flipagram,84792320,0,79905,324,4.5,4.5,Photo & Video
1045516045,FlipDiving,189799424,0,17012,3154,4.5,4.5,Games
1055302647,FlipFootballSoccerManagerStrategyCardGame,205762560,0,31,0,3.5,0,Games
1109781792,FlipHeroes,53690368,0,32,32,4,4,Games
1163621234,FlipKing,81882112,0,72,44,4,4,Games
1045232937,Flipominos,30718976,2.99,17,4,4.5,4.5,Games
997878440,FlippedOutThePowerpuffGirlsMatchPuzzleFightingActionGame,640870400,2.99,124,39,4.5,4,Games
725097967,FlippWeeklyAdsShoppingListandCoupons,92380160,0,6677,78,4.5,4.5,Shopping
1157626939,FlippyBottleExtremeMarkerFlipTrickyK,143591424,0,42435,2957,4.5,4.5,Games
1088682460,FlippyStarinfamousclips,85392384,0.99,134,5,4,5,Photo & Video
1137330227,FlipThatBottle,105654272,0,599,50,3.5,3.5,Games
1164376202,FlirtyEmojiProwithStickersPackforTexting,39568384,1.99,238,230,3.5,3.5,Utilities
778437357,FlixBusbustravelinEurope,29140992,0,92,4,4.5,4.5,Travel
1121963448,FloodofLight,578062336,1.99,14,2,5,5,Games
1064391608,flower,50002944,0,0,0,0,0,Games
1052729607,FlowerGirlCrazyWeddingDay,105948160,0,409,22,4.5,4.5,Games
526641427,FlowFree,20669440,0,373857,3428,4.5,4.5,Games
